"baseMean","log2FoldChange","lfcSE","pvalue","padj","ensembl","symbol"
1.37448785574251,1.05184776862321,0.326398485230259,0.000469007271784639,0.000969272287122851,"ENSG00000258599",NA
2.95096296431935,4.19653708087711,0.894315131475064,0.000470295370506866,0.000971690690562442,"ENSG00000224568","LINC01886"
3.40997714202838,2.65941745753243,0.625467745897853,0.000470826604450912,0.000972739519528075,"ENSG00000249112",NA
1.483273214799,1.3985218229586,0.444478498291551,0.000470989748798179,0.000973027799163913,"ENSG00000226144","RPS27AP3"
1.08843300071927,1.12663378633226,0.362614318457621,0.00047145939293437,0.000973922333586318,"ENSG00000227040","LOC285453"
91.9240620105152,1.05386057761416,0.325349992478216,0.000471592684510148,0.00097412691701407,"ENSG00000249853","HS3ST5"
1.52712568802227,1.01219256774118,0.306704995179142,0.000471714226673141,0.000974329139706636,"ENSG00000278267","MIR6859-1"
1.43283501164522,2.5278588079434,0.803904858419194,0.000472170684480731,0.0009752230781404,"ENSG00000202470",NA
2.99405403746358,1.09509024024672,0.300471562974566,0.00047863435996332,0.000987978993661326,"ENSG00000273232",NA
1.24715853880228,4.57899062316521,1.19292121804397,0.00047947662253938,0.000989618424974727,"ENSG00000215512",NA
1.37701321419336,1.39769336765328,0.48312603254907,0.000479583795623796,0.00098976600511737,"ENSG00000239317","RPL35AP17"
2.57766076880532,1.48810020568334,0.40269676160273,0.000480100708965579,0.000990708042520679,"ENSG00000165496","RPL10L"
3.03429315245183,2.15433524375351,0.702574328596985,0.000481395941473709,0.00099318188455935,"ENSG00000249175",NA
0.947355964265109,2.91188924411606,0.760159173402238,0.000482313531555929,0.000994925565569696,"ENSG00000248211","TRPC7-AS1"
1.69664445461486,1.0546828442294,0.316885223264922,0.000482525114979612,0.000995312203484899,"ENSG00000168148","H3-4"
3.11668272586676,1.05941066012835,0.326328471015295,0.000483020614755323,0.000996284412146226,"ENSG00000232228",NA
1.68388475702364,1.05505757264716,0.3192783124377,0.000483208661757797,0.00099662239926433,"ENSG00000227815","LOC100129734"
1.1167091607067,2.28091426212775,0.626607749090522,0.000485235212500174,0.00100050174325035,"ENSG00000235012","JCADP1"
1.64863966363591,3.37252078480206,0.997286593542415,0.000485426258992773,0.00100084558531875,"ENSG00000264217",NA
1.42746140751797,1.12132738708174,0.352679348887119,0.000486120555024867,0.00100222693447045,"ENSG00000227518",NA
2.10174199716564,2.52779071679541,0.715239256442955,0.0004864017473684,0.00100275649878935,"ENSG00000265801",NA
3.11144776758833,3.58469559589678,1.2418510280888,0.000487318570185195,0.0010045460982344,"ENSG00000217195",NA
1.10903537889151,3.40737112608906,0.609580507226037,0.000488733981805482,0.00100731263436788,"ENSG00000105605","CACNG7"
0.971202827992063,2.1482616867543,0.593552796134016,0.000488799160989698,0.00100739659049542,"ENSG00000254563",NA
1.39579838168132,1.96861495213783,0.487717490370693,0.000488877732242194,0.00100750813739226,"ENSG00000254417",NA
1.32733828052014,1.91234690944871,0.612386061578184,0.00048996594277896,0.00100964980588348,"ENSG00000211850","TRAJ39"
1.95051852990091,1.40918779618742,0.463201646706591,0.000490316815845435,0.00101032231489031,"ENSG00000231699",NA
3.89867116420729,1.23594100617333,0.343408323646742,0.000490504780736191,0.00101065909299131,"ENSG00000267672",NA
3.21430309252767,3.27549723564332,0.455480845447709,0.00049154783978072,0.00101270699521088,"ENSG00000228067",NA
11.9047934658461,1.51719127996357,0.270516327537422,0.000495560793618944,0.00102087257514773,"ENSG00000246363","LINC02458"
93.5472302941211,-1.11055191811573,0.332560757620436,0.000496169345343375,0.00102202403613464,"ENSG00000225473",NA
3.90719248153854,3.33364100446309,0.404697703292957,0.000497103252558349,0.00102384537663962,"ENSG00000225231","LINC02470"
